kernel,backend,size,algorithm,trial,mean_best_ms,median_best_ms,std_best_ms,ci95_ms,min_best_ms,max_best_ms
matmul,sycl,4096,bayesian,2,33.77745885848999,34.44428730010986,10.923105265833462,6.770210785315297,20.824064254760742,50.48115158081055
matmul,sycl,4096,bayesian,3,30.510643005371094,29.164032459259033,9.362910817981186,5.8031922479147475,20.824064254760742,50.48115158081055
matmul,sycl,4096,bayesian,4,28.778854370117188,26.044416427612305,9.212271634150888,5.709825114463327,20.824064254760742,50.48115158081055
matmul,sycl,4096,bayesian,5,24.647628688812254,22.470143795013428,4.469405108751369,2.7701659862107886,20.824064254760742,32.92006301879883
matmul,sycl,4096,bayesian,6,24.383385562896727,21.898240089416504,4.661058879903089,2.888954224254809,20.214272499084473,32.92006301879883
matmul,sycl,4096,bayesian,7,24.364748764038087,21.898240089416504,4.630360588706297,2.869927226245245,20.214272499084473,32.92006301879883
matmul,sycl,4096,bayesian,8,22.935295963287352,21.872384071350098,3.6218809390553037,2.2448650635473943,20.214272499084473,32.77004814147949
matmul,sycl,4096,bayesian,9,22.582579040527342,21.463295459747314,3.6548477017741092,2.2652980747730496,20.214272499084473,32.77004814147949
matmul,sycl,4096,bayesian,10,21.962291145324706,21.259263515472412,2.0878470894817296,1.2940610329474662,20.214272499084473,27.471872329711914
matmul,sycl,4096,bayesian,11,21.933619117736818,21.259263515472412,2.038000873171012,1.2631660279959391,20.214272499084473,27.27782440185547
matmul,sycl,4096,bayesian,12,21.93182716369629,21.250303745269775,2.0385254480385617,1.2634911628673475,20.214272499084473,27.27782440185547
matmul,sycl,4096,bayesian,13,21.93182716369629,21.250303745269775,2.0385254480385617,1.2634911628673475,20.214272499084473,27.27782440185547
matmul,sycl,4096,bayesian,14,21.786265563964843,21.036799430847168,2.0520866171838446,1.2718964625851905,20.214272499084473,27.27782440185547
matmul,sycl,4096,bayesian,15,21.661439990997316,21.036799430847168,1.8198620202209603,1.127962166182193,20.214272499084473,26.50111961364746
matmul,sycl,4096,bayesian,16,21.64858865737915,21.02143955230713,1.8239165004078377,1.1304751590374302,20.214272499084473,26.50111961364746
matmul,sycl,4096,bayesian,17,21.584639930725096,20.918528079986572,1.8390020486679546,1.1398252787192849,20.214272499084473,26.50111961364746
matmul,sycl,4096,bayesian,18,21.584639930725096,20.918528079986572,1.8390020486679546,1.1398252787192849,20.214272499084473,26.50111961364746
matmul,sycl,4096,bayesian,19,21.349529552459718,20.902143955230713,1.1788510891568433,0.7306594749255462,20.214272499084473,24.18278408050537
matmul,sycl,4096,bayesian,20,21.349529552459718,20.902143955230713,1.1788510891568433,0.7306594749255462,20.214272499084473,24.18278408050537
matmul,sycl,4096,random,1,64.20275192260742,64.28825759887695,0.3115329376164141,0.19309011521007904,63.73324775695801,64.70451354980469
matmul,sycl,4096,random,2,38.01574392318726,34.04646348953247,17.00757801387996,10.541406065345244,21.22598361968994,64.70451354980469
matmul,sycl,4096,random,3,30.536652755737304,25.476351737976074,10.98171342518901,6.806536498829891,21.22598361968994,47.52230453491211
matmul,sycl,4096,random,4,27.079474925994873,24.484352111816406,8.163701690924395,5.05991473037185,21.22598361968994,47.52230453491211
matmul,sycl,4096,random,5,26.272511959075928,23.179776191711426,7.7475314421752115,4.8019697378043835,21.22598361968994,45.1517448425293
matmul,sycl,4096,random,6,22.940262413024904,21.97043228149414,2.0441581491844816,1.2669823472073765,21.22598361968994,27.403264045715332
matmul,sycl,4096,random,7,22.940262413024904,21.97043228149414,2.0441581491844816,1.2669823472073765,21.22598361968994,27.403264045715332
matmul,sycl,4096,random,8,22.44520969390869,21.97043228149414,1.4199323544980638,0.8800831912615849,20.531200408935547,24.49561595916748
matmul,sycl,4096,random,9,22.288435173034667,21.97043228149414,1.2471977359012376,0.7730211654584008,20.531200408935547,24.49561595916748
matmul,sycl,4096,random,10,22.057062435150147,21.722111701965332,1.331782738386498,0.8254474931523083,20.531200408935547,24.49561595916748
matmul,sycl,4096,random,11,22.0121600151062,21.497599601745605,1.3456709753357592,0.834055511595288,20.531200408935547,24.49561595916748
matmul,sycl,4096,random,12,22.0121600151062,21.497599601745605,1.3456709753357592,0.834055511595288,20.531200408935547,24.49561595916748
matmul,sycl,4096,random,13,21.777459144592285,21.497599601745605,1.0326714440101519,0.6400563921866763,20.531200408935547,23.748607635498047
matmul,sycl,4096,random,14,21.67715835571289,21.497599601745605,0.928245137685991,0.5753322969646089,20.531200408935547,23.748607635498047
matmul,sycl,4096,random,15,21.482444763183594,21.497599601745605,0.5869099098920234,0.36377053093026446,20.531200408935547,22.14860725402832
matmul,sycl,4096,random,16,21.315481662750244,21.339136123657227,0.7472840562502061,0.46317145666848725,20.196864128112793,22.14860725402832
matmul,sycl,4096,random,17,21.315481662750244,21.339136123657227,0.7472840562502061,0.46317145666848725,20.196864128112793,22.14860725402832
matmul,sycl,4096,random,18,21.315481662750244,21.339136123657227,0.7472840562502061,0.46317145666848725,20.196864128112793,22.14860725402832
matmul,sycl,4096,random,19,21.315481662750244,21.339136123657227,0.7472840562502061,0.46317145666848725,20.196864128112793,22.14860725402832
